X,Y,lagoslakeid,gnis_name,min,max,LakeArea,label
-72.00966,43.34881,6017,Chalk Pond,5,5,2.25391929109131,<b>Chalk Pond</b><br>Lake Area = 2.3 ha<br>Observed Chloride = 5-5 mg/L
-71.76499,42.98384,6051,Haunted Lake,11,11,4.03172047405442,<b>Haunted Lake</b><br>Lake Area = 4 ha<br>Observed Chloride = 11-11 mg/L
-72.3031,42.8448,6052,Swanzey Lake,5,5,3.7777457347057,<b>Swanzey Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 5-5 mg/L
-94.26647,39.76958,6062,Cameron Reservoir Number 2,8.06,19.3,3.61854175017363,<b>Cameron Reservoir Number 2</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 8.06-19.3 mg/L
-92.99228,39.66849,6064,,3.44,5.03,4.17351165588833,<b>NA</b><br>Lake Area = 4.2 ha<br>Observed Chloride = 3.44-5.03 mg/L
-92.64196,40.17755,6065,Forest Lake,3.54,6.16,5.4591356257255,<b>Forest Lake</b><br>Lake Area = 5.5 ha<br>Observed Chloride = 3.54-6.16 mg/L
-93.32692,37.84566,6076,Pomme de Terre Lake,5.165,7.48,8.04008953653524,<b>Pomme de Terre Lake</b><br>Lake Area = 8 ha<br>Observed Chloride = 5.17-7.48 mg/L
-71.49829,43.32498,6079,Clough Pond,10,10,2.88146610895056,<b>Clough Pond</b><br>Lake Area = 2.9 ha<br>Observed Chloride = 10-10 mg/L
-71.55883,43.50421,6129,Hunkins Pond,26,26,1.89301421774753,<b>Hunkins Pond</b><br>Lake Area = 1.9 ha<br>Observed Chloride = 26-26 mg/L
-71.92733,44.00322,6130,Oliverian Pond,10,10,2.59699870769118,<b>Oliverian Pond</b><br>Lake Area = 2.6 ha<br>Observed Chloride = 10-10 mg/L
-71.37001,42.69351,6141,Long Pond,65,65,4.21162124748253,<b>Long Pond</b><br>Lake Area = 4.2 ha<br>Observed Chloride = 65-65 mg/L
-71.69243,44.17549,6142,Echo Lake,26,31,2.73921741788917,<b>Echo Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 26-31 mg/L
-71.1781,43.24837,6162,Bow Lake,5,15,6.13429308701069,<b>Bow Lake</b><br>Lake Area = 6.1 ha<br>Observed Chloride = 5-15 mg/L
-72.26207,42.90137,6169,Wilson Pond,24,24,3.37808329753991,<b>Wilson Pond</b><br>Lake Area = 3.4 ha<br>Observed Chloride = 24-24 mg/L
-71.75481,43.25084,6172,Tom Pond,24,24,2.56692970297462,<b>Tom Pond</b><br>Lake Area = 2.6 ha<br>Observed Chloride = 24-24 mg/L
-72.13456,42.9861,6175,Center Pond,3.1,3.4,2.57702081869518,<b>Center Pond</b><br>Lake Area = 2.6 ha<br>Observed Chloride = 3.1-3.4 mg/L
-92.51445,39.8023,6190,,3.41,5.31,7.01548708091705,<b>NA</b><br>Lake Area = 7 ha<br>Observed Chloride = 3.41-5.31 mg/L
-92.12353,38.91414,6191,Little Dixie Lake,4.56,4.69,4.36970478148325,<b>Little Dixie Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 4.56-4.69 mg/L
-91.98068,40.01288,6202,Henry Sever Lake,3.1,4.35,3.8485495169419,<b>Henry Sever Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 3.1-4.35 mg/L
-72.1205,43.16699,6236,Millen Lake,11,12,4.06055197012735,<b>Millen Lake</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 11-12 mg/L
-71.25331,42.83273,6256,,41,41,1.46213046419484,<b>NA</b><br>Lake Area = 1.5 ha<br>Observed Chloride = 41-41 mg/L
-72.1043,42.97534,6258,Tolman Pond,4,4,2.7699333247905,<b>Tolman Pond</b><br>Lake Area = 2.8 ha<br>Observed Chloride = 4-4 mg/L
-71.06329,42.92168,6260,Great Pond,44,44,4.6860420882463,<b>Great Pond</b><br>Lake Area = 4.7 ha<br>Observed Chloride = 44-44 mg/L
-71.68368,42.95942,6274,Bailey Pond,18,18,2.01162298042065,<b>Bailey Pond</b><br>Lake Area = 2 ha<br>Observed Chloride = 18-18 mg/L
-71.17616,42.90797,6279,Showell Pond,12,12,2.09398957894305,<b>Showell Pond</b><br>Lake Area = 2.1 ha<br>Observed Chloride = 12-12 mg/L
-71.94851,43.3631,6284,Kezar Lake,47,47,4.22998235981719,<b>Kezar Lake</b><br>Lake Area = 4.2 ha<br>Observed Chloride = 47-47 mg/L
-71.43203,43.57001,6290,Lily Pond,6.2,6.2,2.89862978852982,<b>Lily Pond</b><br>Lake Area = 2.9 ha<br>Observed Chloride = 6.2-6.2 mg/L
-72.03494,43.66774,6293,Canaan Street Lake,11,11,4.7681712992166,<b>Canaan Street Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 11-11 mg/L
-90.78694,37.16101,6299,Clearwater Lake,2.46,3.47,6.49463393656791,<b>Clearwater Lake</b><br>Lake Area = 6.5 ha<br>Observed Chloride = 2.46-3.47 mg/L
-93.51184,36.56094,6301,Table Rock Lake,5.49,5.73,9.52418794739232,<b>Table Rock Lake</b><br>Lake Area = 9.5 ha<br>Observed Chloride = 5.49-5.73 mg/L
-90.35045,36.98535,6303,Lake Wappapello,2.77,3.8,8.0411962782701,<b>Lake Wappapello</b><br>Lake Area = 8 ha<br>Observed Chloride = 2.77-3.8 mg/L
-71.96358,42.71519,6307,Pecker Pond,3,3,2.30311895046678,<b>Pecker Pond</b><br>Lake Area = 2.3 ha<br>Observed Chloride = 3-3 mg/L
-71.35126,45.07949,6323,Back Lake,8,8,4.94575253593814,<b>Back Lake</b><br>Lake Area = 4.9 ha<br>Observed Chloride = 8-8 mg/L
-71.67521,43.03736,6325,Daniels Lake,21,21,2.69305567633329,<b>Daniels Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 21-21 mg/L
-71.22209,43.04003,6329,Onway Lake,35,35,4.2810637961546,<b>Onway Lake</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 35-35 mg/L
-84.96736,45.65721,6351,Wycamp Lake,2.84,5.64,5.50837324669969,<b>Wycamp Lake</b><br>Lake Area = 5.5 ha<br>Observed Chloride = 2.84-5.64 mg/L
-84.90164,45.39562,6384,Mud Lake,39,68.9,1.52333826514715,<b>Mud Lake</b><br>Lake Area = 1.5 ha<br>Observed Chloride = 39-68.9 mg/L
-84.89053,45.71255,6386,O'Neal Lake,1.7,4.8,4.02419673832002,<b>O'Neal Lake</b><br>Lake Area = 4 ha<br>Observed Chloride = 1.7-4.8 mg/L
-85.9074,44.25358,6389,Tippy Dam,7.75,24.5366666666667,6.08046120212843,<b>Tippy Dam</b><br>Lake Area = 6.1 ha<br>Observed Chloride = 7.75-24.54 mg/L
-73.5622,42.60202,6397,Burden Lake,728,1078.8,5.00748767888222,<b>Burden Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 728-1078.8 mg/L
-75.89256,42.81419,6399,DeRuyter Reservoir,9.44,9.44,5.41359816310259,<b>DeRuyter Reservoir</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 9.44-9.44 mg/L
-72.40843,40.91817,6405,Little Fresh Pond,9,9,1.94845533588904,<b>Little Fresh Pond</b><br>Lake Area = 1.9 ha<br>Observed Chloride = 9-9 mg/L
-73.5728,43.42368,6415,Hadlock Pond,2.75,3.15,4.47762325072416,<b>Hadlock Pond</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 2.75-3.15 mg/L
-73.50037,44.45855,6426,Augur Lake,52.5,52.5,5.02859897666761,<b>Augur Lake</b><br>Lake Area = 5 ha<br>Observed Chloride = 52.5-52.5 mg/L
-75.22901,41.9101,6428,Somerset Lake,30.9,30.9,3.15883066013408,<b>Somerset Lake</b><br>Lake Area = 3.2 ha<br>Observed Chloride = 30.9-30.9 mg/L
-74.13092,42.82658,6433,Mariaville Lake,32.7,32.7,3.95991943700422,<b>Mariaville Lake</b><br>Lake Area = 4 ha<br>Observed Chloride = 32.7-32.7 mg/L
-74.82639,44.227,6434,Silver Lake,42,42,3.88475971647882,<b>Silver Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 42-42 mg/L
-74.0754,43.03063,6436,Galway Lake,18.1,18.1,5.35566226299902,<b>Galway Lake</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 18.1-18.1 mg/L
-76.50763,42.83144,6482,Owasco Lake,20.5333333333333,26.05,7.91300039897663,<b>Owasco Lake</b><br>Lake Area = 7.9 ha<br>Observed Chloride = 20.53-26.05 mg/L
-76.91838,42.64167,6490,Seneca Lake,122,130,9.77344099509968,<b>Seneca Lake</b><br>Lake Area = 9.8 ha<br>Observed Chloride = 122-130 mg/L
-76.53309,43.14015,6492,Otter Lake,12.4,59,4.7540840346628,<b>Otter Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 12.4-59 mg/L
-73.98016,44.2905,6493,Mirror Lake,42.3,42.3,3.92169824894331,<b>Mirror Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 42.3-42.3 mg/L
-74.98279,41.59413,6504,Swamp Pond,8.7,8.7,3.22443673431074,<b>Swamp Pond</b><br>Lake Area = 3.2 ha<br>Observed Chloride = 8.7-8.7 mg/L
-73.80796,41.43929,6512,Roaring Brook Lake,1559,1781,3.86643132066554,<b>Roaring Brook Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 1559-1781 mg/L
-75.39608,44.15225,6514,,11.9,11.9,6.35095988499387,<b>NA</b><br>Lake Area = 6.4 ha<br>Observed Chloride = 11.9-11.9 mg/L
-74.19466,41.2158,6526,We-Wah Lake,23.7,25.6,3.12541181983401,<b>We-Wah Lake</b><br>Lake Area = 3.1 ha<br>Observed Chloride = 23.7-25.6 mg/L
-75.83303,44.24327,6527,Hyde Lake,12.5,12.5,4.30084938782076,<b>Hyde Lake</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 12.5-12.5 mg/L
-73.80734,42.29488,6536,Sleepy Hollow Lake,397,397,4.83149507148811,<b>Sleepy Hollow Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 397-397 mg/L
-75.55355,42.05938,6542,Deer Lake,42.8,42.8,2.48187372177479,<b>Deer Lake</b><br>Lake Area = 2.5 ha<br>Observed Chloride = 42.8-42.8 mg/L
-75.65113,42.5881,6546,Plymouth Reservoir,3.06,3.06,3.46565339939641,<b>Plymouth Reservoir</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 3.06-3.06 mg/L
-74.96306,41.85718,6550,Anawanda Lake,11.6,11.6,2.80690741606624,<b>Anawanda Lake</b><br>Lake Area = 2.8 ha<br>Observed Chloride = 11.6-11.6 mg/L
-74.20916,41.19698,6554,Tuxedo Lake,14.8,16.7,4.79701128779101,<b>Tuxedo Lake</b><br>Lake Area = 4.8 ha<br>Observed Chloride = 14.8-16.7 mg/L
-73.43552,42.6446,6560,,56.9,56.9,1.63248214279843,<b>NA</b><br>Lake Area = 1.6 ha<br>Observed Chloride = 56.9-56.9 mg/L
-74.17035,43.15284,6627,Great Sacandaga Lake,5.05,5.5,9.03085562762224,<b>Great Sacandaga Lake</b><br>Lake Area = 9 ha<br>Observed Chloride = 5.05-5.5 mg/L
-74.25968,43.78863,6673,Adirondack Lake,32.1,32.1,4.35794140009214,<b>Adirondack Lake</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 32.1-32.1 mg/L
-77.07783,42.40379,6682,Lamoka Lake,27.3,29.8,5.56342632244,<b>Lamoka Lake</b><br>Lake Area = 5.6 ha<br>Observed Chloride = 27.3-29.8 mg/L
-71.90422,41.95433,6684,West Thompson Lake,32.1,54,4.33862357770087,<b>West Thompson Lake</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 32.1-54 mg/L
-73.37426,43.08913,6715,Lake Lauderdale,26.4,28.1,3.45534049478941,<b>Lake Lauderdale</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 26.4-28.1 mg/L
-76.48053,43.1247,6747,Cross Lake,107,125,6.69554016912383,<b>Cross Lake</b><br>Lake Area = 6.7 ha<br>Observed Chloride = 107-125 mg/L
-73.70535,43.71338,6788,Brant Lake,5.7,6.2,6.42330783830399,<b>Brant Lake</b><br>Lake Area = 6.4 ha<br>Observed Chloride = 5.7-6.2 mg/L
-79.32117,42.35109,6879,Cassadaga Lakes,27.2,32.7,4.57926564180521,<b>Cassadaga Lakes</b><br>Lake Area = 4.6 ha<br>Observed Chloride = 27.2-32.7 mg/L
-74.20893,41.31881,6890,Round Lake,83.3,83.3,3.68208341325334,<b>Round Lake</b><br>Lake Area = 3.7 ha<br>Observed Chloride = 83.3-83.3 mg/L
-74.58167,42.58318,6910,Summit Lake,43.1,59.1,2.8579553098046,<b>Summit Lake</b><br>Lake Area = 2.9 ha<br>Observed Chloride = 43.1-59.1 mg/L
-75.66548,42.04561,6922,Beaver Lake,3.89,3.89,2.73399276388657,<b>Beaver Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 3.89-3.89 mg/L
-74.20051,41.2106,6947,,21.2,33.5,1.67951829902874,<b>NA</b><br>Lake Area = 1.7 ha<br>Observed Chloride = 21.2-33.5 mg/L
-75.77493,44.31832,6973,Butterfield Lake,15,15,6.03400402590739,<b>Butterfield Lake</b><br>Lake Area = 6 ha<br>Observed Chloride = 15-15 mg/L
-78.03402,42.69627,6974,Silver Lake,31.5,31.5,5.8555695061234,<b>Silver Lake</b><br>Lake Area = 5.9 ha<br>Observed Chloride = 31.5-31.5 mg/L
-73.44202,42.78869,7063,Long Pond,0.94,0.94,3.87184892596559,<b>Long Pond</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 0.94-0.94 mg/L
-75.00645,42.81573,7090,Canadarago Lake,16.5,21.3,6.65394141542795,<b>Canadarago Lake</b><br>Lake Area = 6.7 ha<br>Observed Chloride = 16.5-21.3 mg/L
-73.83237,43.32303,7104,Lake Luzerne,8,15,3.73762485537676,<b>Lake Luzerne</b><br>Lake Area = 3.7 ha<br>Observed Chloride = 8-15 mg/L
-72.41925,40.92016,7116,Big Fresh Pond,23.4,26.7,3.52382879307498,<b>Big Fresh Pond</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 23.4-26.7 mg/L
-77.51137,42.75283,7118,Honeoye Lake,22.5,22.5,6.58875589902435,<b>Honeoye Lake</b><br>Lake Area = 6.6 ha<br>Observed Chloride = 22.5-22.5 mg/L
-75.77562,44.29103,7126,Millsite Lake,3.03,3.03,5.28352042985193,<b>Millsite Lake</b><br>Lake Area = 5.3 ha<br>Observed Chloride = 3.03-3.03 mg/L
-73.84457,43.62594,7135,Friends Lake,4.64,4.64,5.19939331456679,<b>Friends Lake</b><br>Lake Area = 5.2 ha<br>Observed Chloride = 4.64-4.64 mg/L
-78.48002,42.42759,7148,Lime Lake,33.55,33.55,4.11393360461915,<b>Lime Lake</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 33.55-33.55 mg/L
-75.87432,42.47045,7160,Ellis Lake,7.1,7.1,2.80567043794177,<b>Ellis Lake</b><br>Lake Area = 2.8 ha<br>Observed Chloride = 7.1-7.1 mg/L
-74.49017,43.13242,7169,Caroga Lake,14.9,14.9,5.41026384704994,<b>Caroga Lake</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 14.9-14.9 mg/L
-75.55785,42.76052,7171,Earlville Lake,10.2,13.85,2.40487991420913,<b>Earlville Lake</b><br>Lake Area = 2.4 ha<br>Observed Chloride = 10.2-13.85 mg/L
-74.2739,44.66924,7175,Eagle Pond,14,14,2.81793486733999,<b>Eagle Pond</b><br>Lake Area = 2.8 ha<br>Observed Chloride = 14-14 mg/L
-73.63477,42.66261,7178,Snyders Lake,9.8,46.1,3.82402335844237,<b>Snyders Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 9.8-46.1 mg/L
-76.179,43.65669,7200,North Pond,380.5,495.5,6.85272110147144,<b>North Pond</b><br>Lake Area = 6.9 ha<br>Observed Chloride = 380.5-495.5 mg/L
-73.60386,42.53778,7283,Nassau Lake,20.8,83,4.25774320465896,<b>Nassau Lake</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 20.8-83 mg/L
-73.02117,40.7881,7291,Canaan Lake,41.8,41.8,2.14851064359451,<b>Canaan Lake</b><br>Lake Area = 2.1 ha<br>Observed Chloride = 41.8-41.8 mg/L
-73.66493,41.45829,7307,Lake Carmel,60,75.8,4.39801747200691,<b>Lake Carmel</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 60-75.8 mg/L
-73.59561,42.14416,7339,Copake Lake,27.1,28.95,5.16367106693134,<b>Copake Lake</b><br>Lake Area = 5.2 ha<br>Observed Chloride = 27.1-28.95 mg/L
-75.7372,44.25247,7425,Moon Lake,3.9,10.05,4.66014310225596,<b>Moon Lake</b><br>Lake Area = 4.7 ha<br>Observed Chloride = 3.9-10.05 mg/L
-74.0186,44.81923,7437,Lower Chateaugay Lake,5.9,7,5.40193205914324,<b>Lower Chateaugay Lake</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 5.9-7 mg/L
-92.522447,43.528121,8767,Lake Louise,16.6,21.6,2.67783758176885,<b>Lake Louise</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 16.6-21.6 mg/L
-93.677507,44.213176,8794,Lake Charles,14.9,16.4,4.11344109225105,<b>Lake Charles</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 14.9-16.4 mg/L
-93.803211,43.679424,8839,Walnut Lake,15.7,32.4,5.62243438331224,<b>Walnut Lake</b><br>Lake Area = 5.6 ha<br>Observed Chloride = 15.7-32.4 mg/L
-95.732601,46.089466,8858,Lake Christina,12.2,12.2,7.37769262290605,<b>Lake Christina</b><br>Lake Area = 7.4 ha<br>Observed Chloride = 12.2-12.2 mg/L
-93.262088,47.384814,8916,Big Sucker Lake,2.83,3.15,4.62726267190868,<b>Big Sucker Lake</b><br>Lake Area = 4.6 ha<br>Observed Chloride = 2.83-3.15 mg/L
-78.37933,42.48066,9094,Skim Lake,5.3,5.3,2.6323153678658,<b>Skim Lake</b><br>Lake Area = 2.6 ha<br>Observed Chloride = 5.3-5.3 mg/L
-76.05048,42.78643,9298,Labrador Pond,17.6,17.6,3.62637007287882,<b>Labrador Pond</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 17.6-17.6 mg/L
-75.18446,41.91576,9311,Sand Pond,31.3,37.3,2.97117110232483,<b>Sand Pond</b><br>Lake Area = 3 ha<br>Observed Chloride = 31.3-37.3 mg/L
-74.74657,41.88687,9319,Lily Pond,2.1,2.1,3.49590434926755,<b>Lily Pond</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 2.1-2.1 mg/L
-74.01718,42.48424,9378,Basic Creek Reservoir,17.8,21.6,4.59557015277354,<b>Basic Creek Reservoir</b><br>Lake Area = 4.6 ha<br>Observed Chloride = 17.8-21.6 mg/L
-93.161906,44.844226,9883,,210,210,2.72784481333359,<b>NA</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 210-210 mg/L
-93.87354,45.26346,9912,Cedar Lake,9.7,11,4.1185795091239,<b>Cedar Lake</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 9.7-11 mg/L
-94.865435,45.08025,9926,Mennetaga Lake,9.96,16,5.74205479527871,<b>Mennetaga Lake</b><br>Lake Area = 5.7 ha<br>Observed Chloride = 9.96-16 mg/L
-93.520231,45.091977,9971,Cook Lake,90,117,1.67277830184843,<b>Cook Lake</b><br>Lake Area = 1.7 ha<br>Observed Chloride = 90-117 mg/L
-73.84865,40.97256,10251,Grassy Sprain Reservoir,137,137,4.09821290386488,<b>Grassy Sprain Reservoir</b><br>Lake Area = 4.1 ha<br>Observed Chloride = 137-137 mg/L
-76.55858,43.16132,10509,Parker Pond,21.8,61.9,4.41571162123436,<b>Parker Pond</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 21.8-61.9 mg/L
-74.24704,44.44161,10531,Church Pond,4.75,4.75,2.17080987168329,<b>Church Pond</b><br>Lake Area = 2.2 ha<br>Observed Chloride = 4.75-4.75 mg/L
-94.89628,45.75128,10725,Cedar Lake,11,17,4.32577276749058,<b>Cedar Lake</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 11-17 mg/L
-95.38988,45.40447,10759,Camp Lake,6.2,6.51,4.45114449834898,<b>Camp Lake</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 6.2-6.51 mg/L
-93.184824,44.777613,10764,Gerhardt Lake,17.3,21.6,1.63514886078359,<b>Gerhardt Lake</b><br>Lake Area = 1.6 ha<br>Observed Chloride = 17.3-21.6 mg/L
-95.858203,43.997439,10902,Summit Lake,27.4,27.4,3.39936324499472,<b>Summit Lake</b><br>Lake Area = 3.4 ha<br>Observed Chloride = 27.4-27.4 mg/L
-74.4992,43.06572,11235,Rockwood Lake,11.6,11.6,3.43177540542126,<b>Rockwood Lake</b><br>Lake Area = 3.4 ha<br>Observed Chloride = 11.6-11.6 mg/L
-73.65521,40.66076,11264,Smith Pond,65.3,75.2,2.19458208903729,<b>Smith Pond</b><br>Lake Area = 2.2 ha<br>Observed Chloride = 65.3-75.2 mg/L
-77.27288,42.18226,11325,Goodhue Lake,35,35,2.23922252015816,<b>Goodhue Lake</b><br>Lake Area = 2.2 ha<br>Observed Chloride = 35-35 mg/L
-78.69677,42.35227,11530,,4.5,5,3.18978434141622,<b>NA</b><br>Lake Area = 3.2 ha<br>Observed Chloride = 4.5-5 mg/L
-74.75241,44.00258,11562,Lake Lila,2,2,6.36545343590482,<b>Lake Lila</b><br>Lake Area = 6.4 ha<br>Observed Chloride = 2-2 mg/L
-93.327711,45.026803,11685,Crystal Lake,29,357,3.39819641125144,<b>Crystal Lake</b><br>Lake Area = 3.4 ha<br>Observed Chloride = 29-357 mg/L
-94.85254,46.35013,11689,Dower Lake,1.76,2.37,3.48832264105583,<b>Dower Lake</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 1.76-2.37 mg/L
-93.916164,46.739755,11730,Lake Mary,1.1,1.1,5.08188818332922,<b>Lake Mary</b><br>Lake Area = 5.1 ha<br>Observed Chloride = 1.1-1.1 mg/L
-95.06941,43.85629,11889,Summit Lake,17.5,17.5,3.27076435518769,<b>Summit Lake</b><br>Lake Area = 3.3 ha<br>Observed Chloride = 17.5-17.5 mg/L
-72.79317,40.90182,12304,Swan Pond,6.5,6.5,3.13220577143924,<b>Swan Pond</b><br>Lake Area = 3.1 ha<br>Observed Chloride = 6.5-6.5 mg/L
-73.83324,40.72357,12315,Willow Lake,187,187,2.93923863869952,<b>Willow Lake</b><br>Lake Area = 2.9 ha<br>Observed Chloride = 187-187 mg/L
-75.20223,42.76955,12369,Summit Lake,18.1,18.1,2.64655770278989,<b>Summit Lake</b><br>Lake Area = 2.6 ha<br>Observed Chloride = 18.1-18.1 mg/L
-92.496634,46.713138,12401,Second Lake,4,13.3,1.91664166713246,<b>Second Lake</b><br>Lake Area = 1.9 ha<br>Observed Chloride = 4-13.3 mg/L
-85.44842,42.84032,12495,Campau Lake,33,33,3.51894012021032,<b>Campau Lake</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 33-33 mg/L
-81.5457,41.05492,12639,Summit Lake,167,256,3.60412462012411,<b>Summit Lake</b><br>Lake Area = 3.6 ha<br>Observed Chloride = 167-256 mg/L
-89.40957,42.94663,12908,Lake Barney,12.2,12.2,2.41014718340671,<b>Lake Barney</b><br>Lake Area = 2.4 ha<br>Observed Chloride = 12.2-12.2 mg/L
-91.938552,47.97236,13058,Twin Lakes,4.07,4.07,4.38175852973697,<b>Twin Lakes</b><br>Lake Area = 4.4 ha<br>Observed Chloride = 4.07-4.07 mg/L
-73.74188,41.60896,13290,Sylvan Lake,26.4,30.4,3.87748683863378,<b>Sylvan Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 26.4-30.4 mg/L
-73.83361,41.10894,13306,Swan Lake,12.2,12.2,1.98633741425163,<b>Swan Lake</b><br>Lake Area = 2 ha<br>Observed Chloride = 12.2-12.2 mg/L
-74.87335,41.88498,13337,Shandelee Lake,9.3,9.3,3.54550405355519,<b>Shandelee Lake</b><br>Lake Area = 3.5 ha<br>Observed Chloride = 9.3-9.3 mg/L
-86.06372,44.83996,13490,North Bar Lake,4.2,7,2.70749871572877,<b>North Bar Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 4.2-7 mg/L
-93.533056,47.254355,13767,McKinney Lake,4.06,4.8,3.77404955069507,<b>McKinney Lake</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 4.06-4.8 mg/L
-94.288408,46.374003,13786,Red Sand Lake,11,19.1,5.35784005534157,<b>Red Sand Lake</b><br>Lake Area = 5.4 ha<br>Observed Chloride = 11-19.1 mg/L
-93.804431,46.334173,13788,Round Lake,2.4,3.07,5.67268740250945,<b>Round Lake</b><br>Lake Area = 5.7 ha<br>Observed Chloride = 2.4-3.07 mg/L
-93.012273,46.188822,13826,Upper Pine Lake,1.3,1.9,4.51673453501983,<b>Upper Pine Lake</b><br>Lake Area = 4.5 ha<br>Observed Chloride = 1.3-1.9 mg/L
-95.951127,46.614868,14066,Crystal Lake,6.3,8.01,6.33724750236544,<b>Crystal Lake</b><br>Lake Area = 6.3 ha<br>Observed Chloride = 6.3-8.01 mg/L
-73.55547,42.63968,14338,Crystal Lake,768,768,3.29530339039819,<b>Crystal Lake</b><br>Lake Area = 3.3 ha<br>Observed Chloride = 768-768 mg/L
-78.67891,42.3529,14606,Timber Lake,9.2,11.5,2.51486262233791,<b>Timber Lake</b><br>Lake Area = 2.5 ha<br>Observed Chloride = 9.2-11.5 mg/L
-75.26804,43.77932,14641,Long Lake,2,2,1.63917766917618,<b>Long Lake</b><br>Lake Area = 1.6 ha<br>Observed Chloride = 2-2 mg/L
-94.866953,47.618079,14794,Turtle Lake,4.39,4.61,6.46771984078827,<b>Turtle Lake</b><br>Lake Area = 6.5 ha<br>Observed Chloride = 4.39-4.61 mg/L
-93.792684,43.668177,14849,South Walnut Lake,19.6,25.9,4.92475387700687,<b>South Walnut Lake</b><br>Lake Area = 4.9 ha<br>Observed Chloride = 19.6-25.9 mg/L
-92.85007,46.63919,14889,Merwin Lake,3.63,4.15,2.98684345076174,<b>Merwin Lake</b><br>Lake Area = 3 ha<br>Observed Chloride = 3.63-4.15 mg/L
-96.114404,45.78641,15091,,64.3,106,2.94867887074106,<b>NA</b><br>Lake Area = 2.9 ha<br>Observed Chloride = 64.3-106 mg/L
-72.81276,43.6488,15274,Pico Pond,4.788,4.788,1.53217558591609,<b>Pico Pond</b><br>Lake Area = 1.5 ha<br>Observed Chloride = 4.79-4.79 mg/L
-74.22473,41.40839,15330,Tomahawk Lake,36.8,52.6,4.25271589398228,<b>Tomahawk Lake</b><br>Lake Area = 4.3 ha<br>Observed Chloride = 36.8-52.6 mg/L
-79.72701,42.1772,15643,,5.8,5.8,2.83973614192759,<b>NA</b><br>Lake Area = 2.8 ha<br>Observed Chloride = 5.8-5.8 mg/L
-93.7136,44.872487,15797,,22.4,36.3,3.77316095118218,<b>NA</b><br>Lake Area = 3.8 ha<br>Observed Chloride = 22.4-36.3 mg/L
-93.272679,45.09156,15825,Locke Lake,47.18,75,2.12665677212531,<b>Locke Lake</b><br>Lake Area = 2.1 ha<br>Observed Chloride = 47.18-75 mg/L
-95.790909,46.258406,15833,Fiske Lake,10.3,14.3,4.56382722526767,<b>Fiske Lake</b><br>Lake Area = 4.6 ha<br>Observed Chloride = 10.3-14.3 mg/L
-93.490857,44.878697,15848,Duck Lake,38.6,45.1,2.73455372844338,<b>Duck Lake</b><br>Lake Area = 2.7 ha<br>Observed Chloride = 38.6-45.1 mg/L
-95.373711,44.071218,15849,Bean Lake,33.4,44,3.90559143836988,<b>Bean Lake</b><br>Lake Area = 3.9 ha<br>Observed Chloride = 33.4-44 mg/L
