2007_SiteID,SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,2012_Chloride,2007_Chloride,chloride_Difference
NLA06608-1198,NLA12_MN-115,1,7767,8/8/2012 0:00,PLNLOW,UMW,34.54004043,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,427.097736,OTTER TAIL,6658571,6658571,6658571,Lake/Pond: Hydrographic Category = Perennial,Included,405.95,Region_5,Round Lake,TargetSampleable,109,,PLNLOW,UMW,650340,Round Lake,9,9020103,NATURAL,NATURAL,46.41942533,-95.84002249,9,NonREF07,No,8,8.1,8.1.4,Round Lake,,,,Non Federal,Non-Federal,NLA07RVT,2.558299651,9.02E+12,S,Y,PROB,"(20,50]",Included,NonREF07,NLA07RVT,NLA12_MN-115,MN_NLA07RVT,425,"MN_Nut7_(20,50]",2,MN,MN,100,27111,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,51,51,51j,51j,427.097736,MN_>4,1.80952381,12331.72109,996609.9436,UMW,,7.597,6.745,0.852
NLA06608-1199,NLA12_IN-111,1,7579,7/31/2012 0:00,PLNLOW,TPL,72.7512337,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,7.1217646,UNION,3921415,3921415,3921415,Lake/Pond: Hydrographic Category = Perennial,Included,254.76,Region_5,Whitewater Lake,TargetSampleable,150,,PLNLOW,TPL,445982,Whitewater Lake,5,5080003,MAN_MADE,RESERVOIR,39.60815568,-84.97150743,05_06,NonREF07,Yes,8,8.2,8.2.4,Whitewater Lake,NESLake,1839,1839,Non Federal,Non-Federal,NLA07RVT,6.371989759,5.08E+12,R,Y,PROB,>50,,,,NLA12_IN-111,IN_NLA07RVT,0,,0,IN,IN,100,18161,Target_Sampled,,IN_NLA07RVT,Target,,No,55,55,55f,55f,7.1217646,IN_>4,2.9375,936250.8252,290669.1811,PLAINS,,21.264,23.878,-2.614
NLA06608-1202,NLA12_RI-112,1,7138,7/11/2012 0:00,EHIGH,NAP,83.56749967,D:50-100,No,NLA12NEW_07RVT,NLA12_RVT07,Include,9.866682233,PROVIDENCE,6127149,6127149,6127149; 6127159,Lake/Pond: Hydrographic Category = Perennial,Included,87.75,Region_1,Scituate Reservoir,TargetSampleable,118,,EHIGH,NAP,,,1,1090004,MAN_MADE,RESERVOIR,41.83856383,-71.60512175,1,"(20,50]",No,8,8.1,8.1.7,Scituate Reservoir,,,,Non Federal,Non-Federal,NLA12ST,8.024377064,1.09E+12,S,Y,PROB,>50,,,,NLA12_RI-112,RI_NLA12NEW,0,,0,RI,RI,100,44007,Target_Sampled,,RI_NLA12NEW,Target,,Yes,59,59,59c,59c,9.866682233,RI_>4,5.125,1989492.662,742827.1379,EHIGH,,22.96,,22.96
NLA06608-1204,NLA12_AR-103,1,8217,8/24/2012 0:00,EHIGH,SAP,2428.921192,F:500+,No,NLA07RVT,NLA07_RVT12,Include,20.64042006,GARLAND,15237662,167794922,15237662 ; 21996100,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,118.4,Region_6,Lake Hamilton,TargetSampleable,145,,EHIGH,SAP,,,8,8040101,MAN_MADE,RESERVOIR,34.41755034,-93.07012469,8,NonREF07,Yes,8,8.4,8.4.8,,NESLake,510,510,Non Federal,Non-Federal,NLA07RVT,180.208525,8.04E+12,T,Y,PROB,>50,,,,NLA12_AR-103,AR_NLA07RVT,0,,0,AR,AR,100,5051,Target_Sampled,,AR_NLA07RVT,Target,,Yes,36,36,36b,36b,20.64042006,AR_>4,2.666666667,267170.1912,-341014.3283,EHIGH,,1.835,2.187,-0.352
NLA06608-1207,NLA12_WI-103,1,1000116,8/1/2012 0:00,PLNLOW,UMW,26.1330714,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,416.7172224,POLK,2647022,2647022,2647022,Lake/Pond: Hydrographic Category = Perennial,Included,286.83,Region_5,Round Lake,TargetSampleable,148,,PLNLOW,UMW,1572652,Round Lake,7,7030005,NATURAL,NATURAL,45.31579972,-92.56438162,7,NonREF07,Yes,8,8.1,8.1.4,Round Lake,,,,Non Federal,Non-Federal,NLA07RVT,2.18795316,7.03E+12,T,Y,PROB,"(20,50]",,NonREF07,NLA07RVT,NLA12_WI-103,WI_NLA07RVT,0,,3,WI,WI,100,55095,Target_Sampled,,WI_NLA07RVT,Target,,No,51,51,51a,51a,416.7172224,WI_>4,2.625,269202.9154,878929.3573,UMW,,7,6.786,0.214
NLA06608-1210,NLA12_ND-110,1,6566,6/13/2012 0:00,PLNLOW,NPL,52.49487137,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,53.55610752,WARD,21541462,21541462,21541462,Lake/Pond: Hydrographic Category = Perennial,Included,621.61,Region_8,Douglas Lake,TargetSampleable,142,,PLNLOW,NPL,,,10,10110101,NATURAL,NATURAL,47.86474239,-101.5132965,10,NonREF07,Yes,9,9.3,9.3.1,,,,,Non Federal,Non-Federal,NLA07RVT,4.697763419,1.01E+13,T,Y,PROB,>50,,,,NLA12_ND-110,ND_NLA07RVT,0,,0,ND,ND,100,38101,Target_Sampled,,ND_NLA07RVT,Target,,No,42,42,42b,42b,53.55610752,ND_>4,2.642857143,-415480.4735,1168511.968,PLAINS,,27.013,81.173,-54.16
NLA06608-1223,NLA12_IA-107,1,6416,6/4/2012 0:00,PLNLOW,TPL,300.5586655,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,50.46729597,WORTH,6565649,6565649,6565649,Lake/Pond: Hydrographic Category = Perennial,Included,380.53,Region_7,Rice Lake,TargetSampleable,148,,PLNLOW,TPL,460604,Rice Lake,7,7080203,NATURAL,NATURAL,43.38972512,-93.4978572,7,NonREF07,Yes,9,9.2,9.2.3,Rice Lake,,,,Non Federal,Non-Federal,NLA07RVT,12.37689429,7.08E+12,T,Y,PROB,>50,,,,NLA12_IA-107,IA_NLA07RVT,0,,0,IA,IA,100,19195,Target_Sampled,,IA_NLA07RVT,Target,,No,47,47,47b,47b,50.46729597,IA_>4,2.571428571,201729.3289,662094.9017,PLAINS,,15.488,18.335,-2.847
NLA06608-1238,NLA12_ME-110,1,7534,7/30/2012 0:00,EHIGH,NAP,537.0273064,F:500+,No,NLA07RVT,NLA07_RVT12,Include,106.9001716,OXFORD,6718889,6718889,6718889,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,129.68,Region_1,Pleasant Lake,TargetSampleable,118,,EHIGH,NAP,573487,Pleasant Lake,1,1060001,NATURAL,NATURAL,44.0417217,-70.52594229,1,NonREF07,No,5,5.3,5.3.1,Pleasant Lake,,,,Non Federal,Non-Federal,NLA07RVT,14.10139974,1.06E+12,S,Y,PROB,>50,,,,NLA12_ME-110,ME_NLA07RVT,0,,0,ME,ME,100,23017,Target_Sampled,,ME_NLA07RVT,Target,,No,58,58,58r,58r,106.9001716,ME_>4,1,2010245.635,1003238.262,EHIGH,,9,8.581,0.419
NLA06608-1239,NLA12_MN-114,1,7971,8/15/2012 0:00,PLNLOW,UMW,72.6803554,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,8.464641162,KANDIYOHI,4251634,4251634,4251634,Lake/Pond: Hydrographic Category = Perennial,Included,361.19,Region_5,Woodcock Lake,TargetSampleable,148,,PLNLOW,UMW,654350,Woodcock Lake,7,7010204,NATURAL,NATURAL,45.23853942,-94.95293761,7,NonREF07,Yes,8,8.1,8.1.4,Woodcock Lake,NESLake,,,Non Federal,Non-Federal,NLA07RVT,6.98763801,7.01E+12,T,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-114,MN_NLA07RVT,5,MN_Nut7_>50,2,MN,MN,100,27067,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,Yes,51,51,51j,51j,8.464641162,MN_>4,1.80952381,82154.9818,865923.6961,UMW,,32.631,33.788,-1.157
NLA06608-1245,NLA12_NC-104,1,7770,8/8/2012 0:00,PLNLOW,CPL,382.9388817,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,160.3763419,CRAVEN,10960658,10960658,10960658,Lake/Pond: Hydrographic Category = Perennial,Included,11.04,Region_4,Catfish Lake,TargetSampleable,157,East,PLNLOW,CPL,1010099,Catfish Lake,3,3020106,NATURAL,NATURAL,34.93290273,-77.10482994,3,NonREF07,No,8,8.5,8.5.1,Catfish Lake,,,,Forest Service,National Forest FS,NLA07RVT,8.648136995,3.02E+12,S,Y,PROB,>50,,,,NLA12_NC-104,NC_NLA07RVT,0,,0,NC,NC,100,37049,Target_Sampled,,NC_NLA07RVT,Target,,No,63,63,63c,63c,160.3763419,NC_>4,3.75,1700573.423,-117873.2787,CPL,,6.429,5.302,1.127
NLA06608-1256,NLA12_KS-107,1,6830,6/27/2012 0:00,PLNLOW,TPL,16.10220848,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,60.00397997,GREENWOOD,20951902,20951902,20951902,Lake/Pond: Hydrographic Category = Perennial,Included,391.96,Region_7,Unnamed,TargetSampleable,146,,PLNLOW,TPL,,,11,11070101,MAN_MADE,MAN_MADE,38.12596204,-96.30955756,11,REF07,Yes,9,9.4,9.4.4,,,,,Non Federal,Non-Federal,NLA07RVT,2.344276989,1.11E+13,S,Y,PROB,"(10,20]",,,,NLA12_KS-107,KS_NLA07RVT,0,,0,KS,KS,100,20073,Target_Sampled,,KS_NLA07RVT,Target,,No,28,28,28a,28a,60.00397997,KS_>4,1,-26879.68648,70200.55748,PLAINS,,29.508,17.719,11.789
NLA06608-1268,NLA12_IA-104,1,7017,7/9/2012 0:00,PLNLOW,TPL,50.17118056,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,12.30820672,MAHASKA,6995221,6995221,6995221,Lake/Pond: Hydrographic Category = Perennial,Included,238.83,Region_7,Hawthorn Lake,TargetSampleable,148,,PLNLOW,TPL,1970709,Hawthorn Lake,7,7080106,MAN_MADE,MAN_MADE,41.47723398,-92.46027767,7,NonREF07,Yes,9,9.2,9.2.3,Hawthorn Lake,,,,Non Federal,Non-Federal,NLA07RVT,7.186495197,7.08E+12,S,Y,PROB,>50,,,,NLA12_IA-104,IA_NLA07RVT,0,,0,IA,IA,100,19123,Target_Sampled,,IA_NLA07RVT,Target,,No,47,47,47f,47f,12.30820672,IA_>4,2.571428571,293310.6074,451094.3729,PLAINS,,8.154,12.712,-4.558
NLA06608-1269,NLA12_CA-105,1,7126,7/11/2012 0:00,WMTNS,XER,21.36925395,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,231.9268344,SACRAMENTO,15033533,15033533,15033533,Lake/Pond: Hydrographic Category = Perennial,Included,3.21,Region_9,Lake Greenhaven,TargetSampleable,125,,WMTNS,XER,224584,Lake Greenhaven,18,18020109,MAN_MADE,MAN_MADE,38.50847142,-121.5353649,18,NonREF07,No,11,11.1,11.1.2,Lake Greenhaven,,,,Non Federal,Non-Federal,NLA07RVT,3.719279733,1.80E+13,T,Y,PROB,"(20,50]",,,,NLA12_CA-105,CA_NLA07RVT,0,,0,CA,CA,100,6067,Target_Sampled,,CA_NLA07RVT,Target,,Yes,7,7,7e,7e,231.9268344,CA_>4,2.571428571,-2179338.637,407598.6896,WMTNS,,34.6,38.463,-3.863
NLA06608-1271,NLA12_IA-102,1,7462,7/26/2012 0:00,PLNLOW,TPL,20.67339419,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,33.33269929,DICKINSON,14619438,14619438,14619438,Lake/Pond: Hydrographic Category = Perennial,Included,437.09,Region_7,Welsh Lake,TargetSampleable,143,,PLNLOW,TPL,462793,Welsh Lake,10,10230003,NATURAL,NATURAL,43.46131869,-95.17250624,10,NonREF07,Yes,9,9.2,9.2.3,Welsh Lake,,,,Non Federal,Non-Federal,NLA07RVT,1.690054795,1.02E+13,T,Y,PROB,"(20,50]",,,,NLA12_IA-102,IA_NLA07RVT,0,,0,IA,IA,100,19059,Target_Sampled,,IA_NLA07RVT,Target,,Yes,47,47,47b,47b,33.33269929,IA_>4,2.571428571,66651.99628,667721.4821,PLAINS,,22.693,28.301,-5.608
NLA06608-1278,NLA12_ND-105,1,8156,8/22/2012 0:00,PLNLOW,TPL,19994.28204,F:500+,No,NLA07RVT,NLA07_RVT12,Include,11.14466246,RAMSEY,14299227,120052521,14299227,Lake/Pond: Hydrographic Category = Perennial,Included,434.35,Region_8,Devils Lake,TargetSampleable,109,,PLNLOW,TPL,1034194,Devils Lake,9,9020201,NATURAL,NATURAL,48.03204771,-98.90839834,9,NonREF07,No,9,9.2,9.2.1,Devils Lake,,,,Non Federal,Bureau of Reclamation BOR,NLA07RVT,232.2767877,9.02E+12,T,Y,PROB,>50,,,,NLA12_ND-105,ND_NLA07RVT,0,,0,ND,ND,100,38071,Target_Sampled,,ND_NLA07RVT,Target,,Yes,46,46,46c,46c,11.14466246,ND_>4,2.642857143,-218700.1931,1178256.532,PLAINS,EVALSTAT changed (missing).,104.488,148.471,-43.983
NLA06608-1292,NLA12_KS-103,1,6437,6/6/2012 0:00,PLNLOW,TPL,101.946167,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,39.13364426,SHAWNEE,20927178,167266522,20927178,Lake/Pond: Hydrographic Category = Perennial,Included,350.58,Region_7,Sherwood Lake,TargetSampleable,143,,PLNLOW,TPL,478656,Sherwood Lake,10,10270102,MAN_MADE,RESERVOIR,39.0001536,-95.77964833,10,NonREF07,Yes,9,9.2,9.2.4,Sherwood Lake,,,,Non Federal,Non-Federal,NLA07RVT,7.168895855,1.03E+13,T,Y,PROB,>50,,,,NLA12_KS-103,KS_NLA07RVT,0,,0,KS,KS,100,20177,Target_Sampled,,KS_NLA07RVT,Target,,Yes,40,40,40b,40b,39.13364426,KS_>4,2.428571429,18906.52948,168162.9876,PLAINS,,27.467,12.323,15.144
NLA06608-1326,NLA12_MN-104,1,7573,7/31/2012 0:00,PLNLOW,UMW,54.36967377,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,157.7072156,OTTER TAIL,6655519,6655519,6655519,Lake/Pond: Hydrographic Category = Perennial,Included,415.2,Region_5,Fairy Lake,TargetSampleable,109,,PLNLOW,UMW,643527,Fairy Lake,9,9020103,NATURAL,NATURAL,46.70148609,-95.74794403,9,NonREF07,No,8,8.1,8.1.4,Fairy Lake,,,,Non Federal,Non-Federal,NLA07RVT,3.480711541,9.02E+12,R,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-104,MN_NLA07RVT,85,MN_Nut7_>50,2,MN,MN,100,27111,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,51,51,51j,51j,157.7072156,MN_>4,1.80952381,19346.59169,1027880.97,UMW,,2.458,1.863,0.595
NLA06608-1333,NLA12_NY-R02,1,7174,7/11/2012 0:00,EHIGH,NAP,16.64059289,C:10-50,No,,,,,WASHINGTON,10313002,10313002,10313002,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Excluded,279.34,Region_2,NY-R02,TargetSampleable,117,,EHIGH,NAP,965441,Sly Pond,2,2010001,MAN_MADE,MAN_MADE,43.45530211,-73.58953255,2,,No,5,5.3,5.3.1,Sly Pond,,,,,Non-Federal,,2.175525818,2.01E+12,S,Y,HAND,,,,,NLA12_NY-R02,,0,,0,NY,NY,100,36115,Target_Sampled,,,Target,,No,58,58,58ac,58ac,,,0,1788587.885,878632.3784,EHIGH,LAKE_ORIGIN inferred from HYDRO_TYPE and OUTLET_DAMS,0.47,0.587,-0.117
NLA06608-1334,NLA12_MI-107,1,1000153,8/15/2012 0:00,PLNLOW,UMW,957.6001108,F:500+,No,NLA07RVT,NLA07_RVT12,Include,608.7789568,EMMET,12502183,12502183,12502183,Lake/Pond: Hydrographic Category = Perennial,Included,181.95,Region_5,Crooked Lake,TargetSampleable,116,,PLNLOW,UMW,624102,Crooked Lake,4,4070004,NATURAL,NATURAL,45.41585495,-84.84528421,4,REF07,No,5,5.2,5.2.1,Crooked Lake,,,,Non Federal,Non-Federal,NLA07RVT,28.32591962,4.07E+12,S,Y,PROB,>50,Included,REF07,NLA07RVT,NLA12_MI-107,MI_NLA07RVT,215,MI_>50,12,MI,MI,100,26047,Target_Sampled,Target_Sampled,MI_NLA07RVT,Target,Target,Yes,50,50,50ab,50ab,608.7789568,MI_>4,12,870925.7527,936358.9274,UMW,,7.555,7.951,-0.396
NLA06608-1336,NLA12_OK-133,1,8358,9/4/2012 0:00,PLNLOW,SPL,9.518964705,B:4-10,No,NLA07RVT,NLA07_RVT12,Include,1682.903939,PAWNEE,20971688,20971688,20971688,Lake/Pond: Hydrographic Category = Perennial,Included,277.48,Region_6,Lower Black Bear Creek,TargetSampleable,144,,PLNLOW,SPL,,,11,11060006,MAN_MADE,MAN_MADE,36.38726912,-96.8232291,11,NonREF07,Yes,9,9.4,9.4.2,,,,,Non Federal,Non-Federal,NLA07RVT,1.575457278,1.11E+13,S,Y,PROB,"(4,10]",Included,NonREF07,NLA07RVT,NLA12_OK-133,OK_NLA07RVT_NotOKSF,1174,"OK_(4,10]",12,OK,OK,100,40117,Target_Sampled,Target_Sampled,OK_NLA07RVT_NotOKSF,Target,Target,No,27,27,27o,27o,1682.903939,OK_>4,11.5,-73170.07175,-124358.4246,PLAINS,,29,7.039,21.961
NLA06608-1339,NLA12_CO-104,1,8596,9/14/2012 0:00,PLNLOW,SPL,72.49623774,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,17.3655691,WELD,2890152,2890152,2890152,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,1487.14,Region_8,Lake Thomas,TargetSampleable,143,,PLNLOW,SPL,200375,New Thomas Reservoir,10,10190005,MAN_MADE,RESERVOIR,40.22358076,-104.9472807,10,NonREF07,Yes,9,9.4,9.4.1,New Thomas Reservoir,,,,Non Federal,Non-Federal,NLA07RVT,5.616831826,1.02E+13,T,Y,PROB,>50,,,,NLA12_CO-104,CO_NLA07RVT,0,,0,CO,CO,100,8123,Target_Sampled,,CO_NLA07RVT,Target,,No,25,25,25d,25d,17.3655691,CO_>4,2.1,-753669.4165,340746.1848,PLAINS,"TNT, EVALSTAT changed (missing)",58.764,52.682,6.082
NLA06608-1346,NLA12_WV-101,1,6692,6/19/2012 0:00,EHIGH,SAP,60.88711264,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,15.05817739,PRESTON,3809265,3809265,3809265,Lake/Pond: Hydrographic Category = Perennial,Included,782.59,Region_3,Hulls Lake,TargetSampleable,150,,EHIGH,SAP,,,5,5020006,MAN_MADE,MAN_MADE,39.46941047,-79.49872597,05_06,NonREF07,Yes,8,8.4,8.4.1,,,,,Non Federal,Non-Federal,NLA07RVT2,4.001492567,5.02E+12,T,Y,PROB,>50,,,,NLA12_WV-101,WV_NLA07RVT,0,,0,WV,WV,100,54077,Target_Sampled,,WV_NLA07RVT,Target,,No,67,67,67d,67d,15.05817739,WV_>4,2.666666667,1399647.234,342555.3477,EHIGH,,2.674,3.203,-0.529
NLA06608-1347,NLA12_MN-102,1,6663,6/19/2012 0:00,PLNLOW,UMW,39.88678068,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,427.097736,ST LOUIS,1791877,120053092,1791877,Lake/Pond: Hydrographic Category = Perennial,Included,428.28,Region_5,Spring Lake,TargetSampleable,116,,PLNLOW,UMW,662518,Spring Lake,4,4010202,NATURAL,NATURAL,47.06932181,-92.00102773,4,NonREF07,No,5,5.2,5.2.1,Spring Lake,,,,Non Federal,Non-Federal,NLA07RVT,3.563279225,4.01E+12,S,Y,PROB,"(20,50]",Included,NonREF07,NLA07RVT,NLA12_MN-102,MN_NLA07RVT,116,"MN_Nut8_(20,50]",2,MN,MN,100,27137,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,50,50,50p,50p,427.097736,MN_>4,1.80952381,305138.5165,1074995.734,UMW,,1.801,2.42,-0.619
NLA06608-1348,NLA12_TN-104,1,8663,9/21/2012 0:00,EHIGH,SAP,3121.566276,F:500+,Yes,NLA07RVT,NLA07_RVT12,Include,14.94307815,SULLIVAN,22177888,166997474,22177888,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,526.88,Region_4,South Holston Lake,TargetSampleable,152,,EHIGH,SAP,1327073,South Holston Lake,6,6010102,MAN_MADE,RESERVOIR,36.64153852,-81.93648268,05_06,NonREF07,Yes,8,8.4,8.4.1,South Holston Lake,NESLake,4725,4725,Non Federal,National Forest FS,NLA07RVT,260.7464912,6.01E+12,S,Y,PROB,>50,,,,NLA12_TN-104,TN_NLA07RVT,0,,0,TN,VA:TN,76,51191,Target_Sampled,,TN_NLA07RVT,Target,,Yes,67,67,67f,67f,14.94307815,TN_>4,3.666666667,1241248.932,-4180.602877,EHIGH,,7.578,7.398,0.18
NLA06608-1349,NLA12_FL-104,1,6233,5/19/2012 0:00,PLNLOW,CPL,39.15276905,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,11.7393443,ORANGE,10994803,10994803,10994803,Lake/Pond: Hydrographic Category = Perennial,Included,19.8,Region_4,Lake Minnehaha,TargetSampleable,156,,PLNLOW,CPL,286960,"Minnehaha, Lake",3,3080101,NATURAL,NATURAL,28.63214149,-81.35520745,3,NonREF07,No,8,8.5,8.5.3,"Minnehaha, Lake",NESLake,1229,1229,Non Federal,Non-Federal,NLA07RVT,2.487065753,3.08E+12,S,Y,PROB,"(20,50]",,,,NLA12_FL-104,FL_NLA07RVT,0,,0,FL,FL,100,12095,Target_Sampled,,FL_NLA07RVT,Target,,Yes,75,75,75c,75c,11.7393443,FL_>4,2.5,1429187.428,-878623.0635,CPL,,28.899,28.519,0.38
NLA06608-1354,NLA12_WY-102,1,7406,7/24/2012 0:00,PLNLOW,NPL,5253.906245,F:500+,Yes,NLA07RVT,NLA07_RVT12,Include,2.453551099,BIG HORN,13237555,167204997,13237555,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,1109,Region_8,Big Horn Lake (Yellowtail Reservoir),TargetSampleable,142,,PLNLOW,NPL,,,10,10080010,MAN_MADE,RESERVOIR,45.26371788,-108.0421145,10,NonREF07,Yes,9,9.3,9.3.3,Big Horn Lake (Yellowtail Reservoir),NESLake,5614,5614,Tribal Land - US Census,National Recreation Area NPS,NLA07RVT,298.4479007,1.01E+13,R,Y,PROB,>50,,,,NLA12_WY-102,MT_NLA07RVT,0,,0,MT,WY:MT,56,30003,Target_Sampled,,MT_NLA07RVT,Target,,No,43,43,43v,43v,2.453551099,MT_>4,3.333333333,-941991.3707,928033.3434,PLAINS,Sampled by Crow Tribe,7.928,7.271,0.657
NLA06608-1364,NLA12_TN-101,1,6393,5/30/2012 0:00,EHIGH,SAP,12.4238439,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,163.9754023,BEDFORD,19533132,19533132,19533132,Lake/Pond: Hydrographic Category = Perennial,Included,266.37,Region_4,Elaine Lake,TargetSampleable,152,,EHIGH,SAP,1301776,Elaine Lake,6,6040002,MAN_MADE,MAN_MADE,35.37136692,-86.38150478,05_06,NonREF07,Yes,8,8.3,8.3.3,Elaine Lake,,,,Non Federal,Non-Federal,NLA07RVT2,1.940915921,6.04E+12,T,Y,PROB,"(10,20]",,,,NLA12_TN-101,TN_NLA07RVT,0,,0,TN,TN,100,47003,Target_Sampled,,TN_NLA07RVT,Target,,Yes,71,71,71h,71h,163.9754023,TN_>4,3.666666667,864954.2674,-194618.1163,EHIGH,No phab done on this visit; visit 2 assigned as index visit,2.355,2.615,-0.26
NLA06608-1368,NLA12_TX-106,1,8239,8/27/2012 0:00,PLNLOW,SPL,10.9327623,,No,NLA07RVT,NLA07_RVT12,Include,212.7434931,GRAYSON,425680,425680,425680,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,188.09,Region_6,Unnamed,Nontarget-Other,144,,PLNLOW,SPL,,,11,11130210,MAN_MADE,MAN_MADE,33.73083379,-96.77714221,11,NonREF07,Yes,9,9.4,9.4.5,,,,,US FWS,National Wildlife Refuge FWS,NLA07RVT,1.430429552,1.11E+13,,N,PROB,"(10,20]",,,,NLA12_TX-106,TX_NLA07RVT,0,,0,TX,TX,100,48181,Non_Target,,TX_NLA07RVT,NonTarget,,No,29,29,29b,29b,212.7434931,TX_>4,2.666666667,-71504.32043,-421593.7148,PLAINS,EVALSTAT changed (Nontarget-Other). Created by oil platforms in Lake Texoma,,125.011,-125.011
NLA06608-1372,NLA12_OK-102,1,8462,9/4/2012 0:00,PLNLOW,SPL,1546.242046,F:500+,No,NLA07RVT,NLA07_RVT12,Include,1.519730888,CADDO,681831,681831,681831,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,408.86,Region_6,Fort Cobb Reservoir,TargetSampleable,144,,PLNLOW,SPL,1092954,Fort Cobb Reservoir,11,11130302,MAN_MADE,RESERVOIR,35.19672054,-98.48298246,11,OK_GT500,Yes,9,9.4,9.4.2,Fort Cobb Reservoir,NESLake,4005,4005,Non Federal,Bureau of Reclamation BOR,NLA07RVT,58.4514923,1.11E+13,S,Y,PROB,>50,Included,OK_GT500,NLA07RVT,OK310830060020_00,OK_NLA07RVT_OKSF_GT500,1,OK_OK_GT500,1,OK,OK,100,40015,Target_Sampled,Target_Sampled,OK_NLA07RVT_OKSF_GT500,Target,Target,No,27,27,27o,27o,1.519730888,OK_>4,1,-224151.9094,-255044.7071,PLAINS,,11.5,7.802,3.698
NLA06608-1375,NLA12_OH-101,1,8023,8/16/2012 0:00,PLNLOW,TPL,391.6292587,E:100-500,No,NLA12NEW_07RVT,NLA12_RVT07,Include,4.636408427,DELAWARE,5213645,5213645,5213645,Lake/Pond: Hydrographic Category = Perennial,Included,276.06,Region_5,Delaware Reservoir,TargetSampleable,150,,PLNLOW,TPL,1039659,Delaware Lake,5,5060001,MAN_MADE,MAN_MADE,40.36715267,-83.05951671,05_06,>50,Yes,8,8.2,8.2.4,Delaware Lake,NESLake,3907,3907,Non Federal,Non-Federal,NLA07RVT2,30.26232203,5.06E+12,S,Y,PROB,>50,,,,NLA12_OH-101,OH_NLA07RVT,0,,0,OH,OH,100,39041,Target_Sampled,,OH_NLA12NEW,Target,,No,55,55,55a,55a,4.636408427,OH_>4,2.714285714,1086092.959,395385.5943,PLAINS,"TNT, EVALSTAT changes (NonTarget, Nontarget-NotLake). Design coordinates were in a Riverine/Wetland area upstream of Delaware Lake.  Crew sampled in the correct spot",41.341,14.978,26.363
