SITEID_07,SITEID_12,UID,VISIT_NO,SAMPLE_CATEGORY,SITE_TYPE,LON_DD,LAT_DD,DATE_COL,LAKE_NAME,STATE,WGT_NLA,WSA_ECO9,OMER_L3_ECO,OMER_L3_ECO_NAME,LAKE_ORIGIN,AREA_HA,PERIM_KM,ELEVATION,DEPTHMAX,DATEWQ,SAMPLE_DEPTH_M,PH,COND_US,ANC_UEQL,TURB_NTU,TOC_MGL,DOC_MGL,AMMONIA_N_MGL,NITRATE_NITRITE_N_MGL,TN_MGL,TP_UGL,CHLORIDE_MGL,NITRATE_N_MGL,SULFATE_MGL,CALCIUM_MGL,MAGNESIUM_MGL,SODIUM_MGL,POTASSIUM_MGL,COLOR_PCU,SILICA_MGL,CHLA_UGL,TSS_MGL,NITRITE_N_MGL,ALUMINUM_MGL,wq_source,chla_source,DATEPROFILE,DEPTH_M.mean,DEPTH_M.min,DEPTH_M.max,DEPTH_M.obs,TEMP_C.mean,TEMP_C.min,TEMP_C.max,TEMP_C.obs,DO_MGL.mean,DO_MGL.min,DO_MGL.max,DO_MGL.obs,PH.mean,PH.min,PH.max,PH.obs,COND_US.mean,COND_US.min,COND_US.max,COND_US.obs,profile_source,DATE_SECCHI,SECCHI_M,SECCHI_RE_M,CLEAR_TO_BOTTOM,secchi_source,DATEPHYTO,PHYTO_BIOVOL_UM3L.sum,PHYTO_BIOVOL_UM3L.obs,PHYTO_ABUND_CL.sum,PHYTO_ABUND_CL.obs,PHYTO_ABUND_OL.sum,PHYTO_ABUND_OL.obs,phyto_source,DATEZOOP,ZOO_FINE_50um_ABUND_L.sum,ZOO_FINE_50um_ABUND_L.obs,ZOO_FINE_50um_BIOMASS_UGL.sum,ZOO_FINE_50um_BIOMASS_UGL.obs,ZOO_FINE_80um_ABUND_L.sum,ZOO_FINE_80um_ABUND_L.obs,ZOO_FINE_80um_BIOMASS_UGL.sum,ZOO_FINE_80um_BIOMASS_UGL.obs,ZOO_COARSE_150um_ABUND_L.sum,ZOO_COARSE_150um_ABUND_L.obs,ZOO_COARSE_150um_BIOMASS_UGL.sum,ZOO_COARSE_150um_BIOMASS_UGL.obs,ZOO_COARSE_243um_ABUND_L.sum,ZOO_COARSE_243um_ABUND_L.obs,ZOO_COARSE_243um_BIOMASS_UGL.sum,ZOO_COARSE_243um_BIOMASS_UGL.obs,zoo_source,PCT_OPENH20_BSN,PCT_ICESNOW_BSN,PCT_WATER_BSN,PCT_DEVOPEN_BSN,PCT_DEVLOW_BSN,PCT_DEVMED_BSN,PCT_DEVHIGH_BSN,PCT_DEVELOPED_BSN,PCT_BARREN_BSN,PCT_DECID_BSN,PCT_CONIF_BSN,PCT_MIXED_BSN,PCT_FOREST_BSN,PCT_SHRUBLAND_BSN,PCT_GRASS_BSN,PCT_PASTURE_BSN,PCT_CROPS_BSN,PCT_AGRIC_BSN,PCT_WDYWET_BSN,PCT_EMHERBWET_BSN,PCT_WETLAND_BSN,DISTANCE_BUFR,PCT_OPENH20_BUFR,PCT_ICESNOW_BUFR,PCT_WATER_BUFR,PCT_DEVOPEN_BUFR,PCT_DEVLOW_BUFR,PCT_DEVMED_BUFR,PCT_DEVHIGH_BUFR,PCT_DEVELOPED_BUFR,PCT_BARREN_BUFR,PCT_DECID_BUFR,PCT_CONIF_BUFR,PCT_MIXED_BUFR,PCT_FOREST_BUFR,PCT_SHRUBLAND_BUFR,PCT_GRASS_BUFR,PCT_PASTURE_BUFR,PCT_CROPS_BUFR,PCT_AGRIC_BUFR,PCT_WDYWET_BUFR,PCT_EMHERBWET_BUFR,PCT_WETLAND_BUFR,Residence_Time
,NLA12_ME-121,7650,1,NA,PROB,-70.89131484,43.84598141,8/2/12,Trafton Pond,Maine,67.86911934,NAP,58,NA,NATURAL,20.57426252,2.058793348,117.13,NA,8/2/12,NA,7.2,40.7,179.838,1.1,NA,2.7,0.01,0.01,0.3,11,4.42,0.05,2.07,2.6,0.47,3.6,0.47,15,4,15.893,2.9,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/2/12,5.542857143,0,11.6,14,15.82857143,7.4,26,14,5.841666667,0.1,8.4,12,6.514285714,6,7.3,14,43.14285714,35,66,14,nla2012_wide_profile_08232016.csv,8/2/12,3.5,3.45,,nla2012_secchi_08232016.csv,8/2/12,3089231887,29,NA,NA,11923.9176,5,nla2012_phytoplankton_wide_count_02122014.csv,8/2/12,134550,16,67033,16,NA,NA,NA,NA,21798,12,50684,12,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,3.325220715,NA,NA,NA,NA,3.941002329,NA,NA,NA,NA,78.4095255,NA,NA,NA,NA,2.011553272,NA,NA,3.763109863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074475617
,NLA12_ME-122,8154,1,NA,PROB,-67.20470823,44.78163002,8/22/12,Little Lake,Maine,185.2928907,NAP,82,NA,NATURAL,130.3503971,20.19940667,22.95,NA,8/22/12,NA,7,46,239.784,1.1,NA,6.4,0.01,0.01,0.5,11,5,0.05,1.49,3.7,1.3,3.6,0.18,50,3.2,1.68,2,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/22/12,2.416666667,0,4.5,6,20.26666667,13.4,25,6,4.3,0.1,7.5,6,6.5,6.1,6.8,6,51.66666667,45,80,6,nla2012_wide_profile_08232016.csv,8/22/12,2.825,2.8,,nla2012_secchi_08232016.csv,8/22/12,5900171537,42,NA,NA,5442.9876,22,nla2012_phytoplankton_wide_count_02122014.csv,8/22/12,118746,20,29557,20,NA,NA,NA,NA,641,9,1426,9,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,7.773840607,NA,NA,NA,NA,1.114928369,NA,NA,NA,NA,64.47678788,NA,NA,NA,NA,0.530382973,NA,NA,16.78217569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.128507393
,NLA12_ME-126,7774,1,NA,PROB,-67.58003846,44.87076276,8/7/12,Horseshoe Lake,Maine,69.70784816,NAP,82,NA,NATURAL,11.03774624,1.8555261,60.31,NA,8/7/12,NA,7.1,24,99.91,0.6,NA,4.4,0.01,0.01,0.3,5,1.35,0.05,2,1.8,0.45,1.7,0.42,23,4.1,1.652,2,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/7/12,2.042857143,0,4.3,7,24.21428571,20.2,26.7,7,8.914285714,8.1,10.7,7,6.828571429,6.4,7.1,7,21.28571429,21,22,7,nla2012_wide_profile_08232016.csv,8/7/12,NA,4.8,Y,nla2012_secchi_08232016.csv,8/7/12,574638104.6,40,NA,NA,5490.9831,21,nla2012_phytoplankton_wide_count_02122014.csv,8/7/12,127428,15,56795,15,NA,NA,NA,NA,31708,10,55214,10,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,19.03908884,NA,NA,NA,NA,0,NA,NA,NA,NA,71.17690134,NA,NA,NA,NA,0,NA,NA,2.92909059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789381438
,NLA12_ME-129,8013,1,NA,PROB,-68.1886754,45.44708588,8/17/12,Webster Pond,Maine,69.70784816,NAP,82,NA,NATURAL,15.42393703,2.128940369,114.41,NA,8/17/12,NA,7.7,63.6,579.478,1.4,NA,6.8,0.01,0.01,0.4,13,1,0.05,1.23,10,0.95,0.97,0.36,27,2.2,3.925333333,2.2,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/17/12,1.1,0,2.5,5,23.32,22.8,23.5,5,7.46,7.3,7.6,5,7.46,7.4,7.5,5,64,64,64,5,nla2012_wide_profile_08232016.csv,8/17/12,2.755,2.68,,nla2012_secchi_08232016.csv,8/17/12,156954155.7,33,NA,NA,603.8215,17,nla2012_phytoplankton_wide_count_02122014.csv,8/17/12,97911,10,61112,10,NA,NA,NA,NA,85218,11,107530,11,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,6.124778361,NA,NA,NA,NA,0,NA,NA,NA,NA,72.74075006,NA,NA,NA,NA,0,NA,NA,16.46484536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987117721
,NLA12_ME-130,7706,1,NA,PROB,-70.26430126,44.4160406,8/6/12,Nelson Pond,Maine,104.1015843,NAP,58,NA,NATURAL,7.822505529,1.334754662,233.06,NA,8/6/12,NA,6.7,15.4,39.964,1.1,NA,4.6,0.01,0.01,0.3,7,1,0.05,1.82,1.2,0.24,0.96,0.21,19,1.1,2.443,2,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/6/12,2.071428571,0,4.5,7,22.22857143,12.9,26.6,7,5.671428571,2.6,7.5,7,6.042857143,5.7,6.4,7,16.14285714,15,19,7,nla2012_wide_profile_08232016.csv,8/6/12,4.125,4.1,,nla2012_secchi_08232016.csv,8/6/12,3925041250,34,NA,NA,464.7838,17,nla2012_phytoplankton_wide_count_02122014.csv,8/6/12,93842,11,41908,11,NA,NA,NA,NA,20401,7,53779,7,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,18.33141569,NA,NA,NA,NA,0,NA,NA,NA,NA,75.90351811,NA,NA,NA,NA,0,NA,NA,6.301424145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839121969
,NLA12_ME-134,7420,1,NA,PROB,-69.38994854,44.43398548,7/24/12,Level Hill Road Farm Pond,Maine,168.2222222,NAP,82,NA,MAN_MADE,2.075856036,0.580286159,200.68,NA,7/24/12,NA,8.1,66,479.568,1.9,NA,4.1,0.02,0.01,0.3,10,6.6,0.05,4.37,7.1,1.3,3.6,0.5,22,1.3,2.448,2,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/24/12,1.071428571,0,2.5,7,25.32857143,24.2,25.6,7,8.571428571,4.9,9.3,7,8.328571429,7,8.7,7,68.28571429,68,69,7,nla2012_wide_profile_08232016.csv,7/24/12,2.68,2.59,,nla2012_secchi_08232016.csv,7/24/12,81602566518,20,NA,NA,1173.0257,6,nla2012_phytoplankton_wide_count_02122014.csv,7/24/12,121538,16,44296,16,NA,NA,NA,NA,60486,11,88215,11,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,4.347826087,NA,NA,NA,NA,12.42236025,NA,NA,NA,NA,46.27329193,NA,NA,NA,NA,29.19254658,NA,NA,2.795031056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260572672
,NLA12_ME-135,8363,1,NA,PROB,-68.06506684,46.03358616,9/4/12,Skitacook Lake,Maine,185.2928907,NAP,82,NA,NATURAL,162.4682572,7.454977598,189.82,NA,9/4/12,NA,7.4,27.6,199.82,0.97,NA,4.5,0.01,0.01,0.3,9,1,0.05,1.57,3.4,0.44,0.83,0.43,22,1.7,2.256,2,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,9/4/12,1.666666667,0,4,6,20.75,20.5,20.9,6,9,8.9,9.1,6,6.8,6.7,6.9,6,28,28,28,6,nla2012_wide_profile_08232016.csv,9/4/12,3.4,3.45,,nla2012_secchi_08232016.csv,9/4/12,402604554,28,NA,NA,1639.1511,17,nla2012_phytoplankton_wide_count_02122014.csv,9/4/12,108838,14,50376,14,NA,NA,NA,NA,41141,13,39574,13,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,7.663444953,NA,NA,NA,NA,0.90697266,NA,NA,NA,NA,79.83887559,NA,NA,NA,NA,0.180130459,NA,NA,6.939762935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7463954
,NLA12_ME-137,8489,1,NA,PROB,-70.60856237,43.76837527,9/12/12,Little Watchie Pond,Maine,67.86911934,NAP,59,NA,NATURAL,18.17223725,2.866291676,93.11,NA,9/12/12,NA,6.6,36.6,119.892,0.82,NA,6.6,0.01,0.01,0.4,16,5.31,0.05,1,2.2,0.54,3.6,0.36,75,3.57,4.874,2,NA,NA,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,9/12/12,2.142857143,0,5,7,17.05714286,10.1,20.1,7,3.428571429,0.2,5.9,7,5.971428571,5.7,6.2,7,50.42857143,37,90,7,nla2012_wide_profile_08232016.csv,9/12/12,1.735,1.67,,nla2012_secchi_08232016.csv,9/12/12,2231199658,24,NA,NA,2742.5132,13,nla2012_phytoplankton_wide_count_02122014.csv,9/12/12,107390,13,26137,13,NA,NA,NA,NA,34031,9,66699,9,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,4.782911539,NA,NA,NA,NA,2.948688182,NA,NA,NA,NA,67.58764801,NA,NA,NA,NA,1.694915254,NA,NA,11.74831669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456034648
,NLA12_MI-120,1000072,1,NA,PROB,-86.47416191,41.79511788,7/17/12,Garwood Lake,Michigan,137.3026588,UMW,56,NA,NATURAL,4.425981362,0.860247501,209.88,NA,7/17/12,NA,8.47,473,3913,4.53,NA,6.95,0.028,0,0.781,49,20.933,0,29.208,46.88,31.52,5.206,1.691,18,11.278,22.48,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/17/12,2.1,0.5,4,5,24.74,15.1,29.3,5,4.662,0.6,9.71,5,7.68,6.5,8.5,5,520.2,508,539,5,nla2012_wide_profile_08232016.csv,7/17/12,1.65,1.6,,nla2012_secchi_08232016.csv,7/17/12,7075994155,25,NA,NA,20758.4984,15,nla2012_phytoplankton_wide_count_02122014.csv,7/17/12,110330,13,62963,13,NA,NA,NA,NA,25831,5,35767,5,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,1.2557607,NA,NA,NA,NA,3.677584907,NA,NA,NA,NA,25.29460839,NA,NA,NA,NA,51.12739993,NA,NA,15.0242798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026077186
,NLA12_MI-122,1000148,1,NA,PROB,-84.17989786,45.12471531,8/14/12,Clear Lake,Michigan,64.68475929,UMW,50,NA,NATURAL,58.51410658,3.300850382,264.76,NA,8/14/12,NA,8.38,273,2413,0.01,NA,2.61,0.0037,0,0.218,21,9.155,0,10.353,31.39,12.52,7.211,0.658,12,7.055,1.045,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/14/12,11.28,0.1,25.8,25,17.53846154,7.9,23.6,26,10.536,0.8,15.8,25,8.365384615,7.6,8.6,26,240.7692308,207,269,26,nla2012_wide_profile_08232016.csv,8/14/12,8.8,8.8,,nla2012_secchi_08232016.csv,8/14/12,1778754099,29,NA,NA,7970.8711,19,nla2012_phytoplankton_wide_count_02122014.csv,8/14/12,36046,9,9652,9,NA,NA,NA,NA,28873,5,53976,5,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,13.05164319,NA,NA,NA,NA,14.1971831,NA,NA,NA,NA,65.52112676,NA,NA,NA,NA,0,NA,NA,1.802816901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322143655
,NLA12_MI-123,1000098,1,NA,PROB,-84.59594103,41.88595109,7/26/12,Fourth Lake,Michigan,70.40204082,UMW,56,NA,NATURAL,19.08103971,1.769332583,334.29,NA,7/26/12,NA,8.48,369,2913,0.59,NA,7.68,0.007,0.002,0.501,22,24.169,0.002,12.844,37.79,17.06,13.41,1.506,22,6.881,6.186666667,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/26/12,7.017647059,0.1,14.1,17,15.56666667,6.1,27.4,18,3.141176471,0.3,8.1,17,7.655555556,7.1,8.3,18,429.0555556,379,465,18,nla2012_wide_profile_08232016.csv,7/26/12,2.95,2.9,,nla2012_secchi_08232016.csv,7/26/12,1269639779,49,NA,NA,9304.8977,15,nla2012_phytoplankton_wide_count_02122014.csv,7/26/12,125576,17,62928,17,NA,NA,NA,NA,22232,9,47023,9,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,2.916263698,NA,NA,NA,NA,8.719481912,NA,NA,NA,NA,13.75333408,NA,NA,NA,NA,50.47774025,NA,NA,23.14692719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016708322
,NLA12_MI-125,7795,1,NA,PROB,-88.25774765,46.79211529,8/8/12,Bella Lake,Michigan,68.23819077,UMW,50,NA,NATURAL,23.58284069,2.081826776,304.03,NA,8/8/12,NA,7.36,62.5,520.6,0.55,NA,11.92,0.011,0.002,0.513,21,0.543,0.002,2.465,9.271,1.674,0.944,0.281,70,1.71,5.84,NA,0,0.007,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/8/12,1.057142857,0.1,2.2,7,23.25,23.1,23.3,8,5.971428571,4.1,6.7,7,7.07375,6.7,7.39,8,64.75,64,66,8,nla2012_wide_profile_08232016.csv,8/8/12,1.725,1.7,,nla2012_secchi_08232016.csv,8/8/12,670533633.6,26,NA,NA,693.0398,14,nla2012_phytoplankton_wide_count_02122014.csv,8/8/12,142352,16,60166,16,NA,NA,NA,NA,54388,10,83858,10,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,9.456073143,NA,NA,NA,NA,3.311028578,NA,NA,NA,NA,74.02113042,NA,NA,NA,NA,0,NA,NA,12.45844651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872727711
,NLA12_MI-126,1000157,1,NA,PROB,-84.39873637,44.88662282,8/16/12,Seventh Spectacle Lake,Michigan,70.40204082,UMW,50,NA,MAN_MADE,19.90411384,3.370563808,371.44,NA,8/16/12,NA,8.35,212,1967,0.75,NA,7.3,0.017,0.003,0.669,39,5.695,0.003,4.377,26.89,9.172,2.482,0.299,23,11.667,4.106666667,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/16/12,3.7,0.5,8,10,19.28181818,12.4,22,11,6.15,0.4,10,10,7.954545455,7,8.5,11,237.6363636,213,332,11,nla2012_wide_profile_08232016.csv,8/16/12,4.1,4,,nla2012_secchi_08232016.csv,8/16/12,1885345891,40,NA,NA,2368.3694,16,nla2012_phytoplankton_wide_count_02122014.csv,8/16/12,115778,17,36888,17,NA,NA,NA,NA,20417,9,28231,9,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,2.806028136,NA,NA,NA,NA,6.216002726,NA,NA,NA,NA,66.1739483,NA,NA,NA,NA,0.637395795,NA,NA,2.930534021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9073656
,NLA12_MI-128,1000076,1,NA,PROB,-85.70757399,42.20474298,7/18/12,Crooked Lake,Michigan,64.68475929,UMW,56,NA,NATURAL,59.29438337,5.744637724,272.05,NA,7/18/12,NA,8.62,273,2414,0.96,NA,4.18,0.012,0,0.395,10,14.09,0,8.045,28.84,12.32,8.56,0.534,10,2.693,3.032,NA,0,0.01,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/18/12,7.070588235,0.1,15,17,19.2,7.9,28.7,18,5.041176471,0.2,10.3,17,8.027777778,7.2,8.7,18,290.7777778,275,338,18,nla2012_wide_profile_08232016.csv,7/18/12,3.675,3.65,,nla2012_secchi_08232016.csv,7/18/12,2858049438,29,NA,NA,18099.5173,10,nla2012_phytoplankton_wide_count_02122014.csv,7/18/12,37444,4,17861,4,NA,NA,NA,NA,17424,11,37395,11,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,8.800273702,NA,NA,NA,NA,25.81160192,NA,NA,NA,NA,40.49646468,NA,NA,NA,NA,17.06834943,NA,NA,3.945867863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950046185
,NLA12_MI-129,1000096,1,NA,PROB,-85.00046365,43.95733488,7/25/12,Windover Lake,Michigan,70.40204082,UMW,50,NA,NATURAL,25.87205168,3.043696223,329.08,NA,7/25/12,NA,8.46,300,2208,0.95,NA,5.23,0.0089,0.002,0.488,21,23.474,0.002,9.031,29.72,12.63,12.02,0.734,12,7.45,2.373333333,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/25/12,10.02380952,0.5,20,21,13.94761905,5.6,26.7,21,3.785714286,0.2,9.1,21,7.738095238,7.3,8.5,21,273.3333333,242,320,21,nla2012_wide_profile_08232016.csv,7/25/12,3.125,3.1,,nla2012_secchi_08232016.csv,7/25/12,891836854.7,29,NA,NA,10835.7333,15,nla2012_phytoplankton_wide_count_02122014.csv,7/25/12,123628,15,79934,15,NA,NA,NA,NA,4227,21,6291,21,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,16.62635318,NA,NA,NA,NA,12.52328319,NA,NA,NA,NA,50.55695807,NA,NA,NA,NA,4.780968512,NA,NA,11.91674241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175452191
,NLA12_MI-130,1000161,1,NA,PROB,-85.10758971,45.1352057,8/17/12,Patricia Lake,Michigan,70.40204082,UMW,51,NA,MAN_MADE,16.26658094,2.194384875,184.01,NA,8/17/12,NA,8.28,387,3666,0.93,NA,3.54,0.032,0.305,0.589,34,9.248,0.305,11.575,57.7,12.91,5.139,0.841,23,9.904,1.266666667,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/17/12,1.571428571,0.5,3,7,18,17.1,18.7,8,7.985714286,6.5,9.4,7,8.0375,7.9,8.1,8,389.875,384,398,8,nla2012_wide_profile_08232016.csv,8/17/12,2.75,2.7,,nla2012_secchi_08232016.csv,8/17/12,310921366.5,33,NA,NA,4383.6141,12,nla2012_phytoplankton_wide_count_02122014.csv,8/17/12,81293,13,45957,13,NA,NA,NA,NA,12381,4,32826,4,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,2.058812305,NA,NA,NA,NA,6.240194724,NA,NA,NA,NA,52.41376179,NA,NA,NA,NA,14.37536839,NA,NA,15.57869617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
,NLA12_MI-132,1000105,1,NA,PROB,-87.75739561,45.45225051,7/31/12,Lake Mary,Michigan,70.40204082,UMW,50,NA,NATURAL,13.21825643,1.421454041,213.03,NA,7/31/12,NA,7.8,82.1,657.9,1.09,NA,12.7,0.015,0.002,1.246,15,1.979,0.002,2.87,7.586,4.766,0.669,2.34,20,0.29,7.26,NA,0,0.014,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/31/12,1.616666667,0.1,3.5,6,25.58571429,24.2,26.2,7,6.766666667,1.8,8.1,6,7.8,6.8,8.1,7,83.85714286,83,85,7,nla2012_wide_profile_08232016.csv,7/31/12,2.125,2.1,,nla2012_secchi_08232016.csv,7/31/12,4905570793,40,NA,NA,6833.4284,19,nla2012_phytoplankton_wide_count_02122014.csv,7/31/12,89756,11,64164,11,NA,NA,NA,NA,9001,7,17738,7,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,17.1319797,NA,NA,NA,NA,6.218274112,NA,NA,NA,NA,25.50761421,NA,NA,NA,NA,26.64974619,NA,NA,22.58883249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876890239
,NLA12_MI-133,1000152,1,NA,PROB,-84.92612676,44.72909861,8/15/12,Middle Black Lake,Michigan,137.3026588,UMW,50,NA,NATURAL,6.35230531,0.970859405,362.01,NA,8/15/12,NA,8.34,240,2329,0.01,NA,2.43,0.0043,0.002,0.21,25,3.356,0.002,7.246,34.17,10.01,1.467,0.365,12,10.043,1.4016,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,8/15/12,3.54,0.1,7.2,10,18.02727273,8.4,21.8,11,13.57,7.9,23.3,10,8.254545455,7.7,8.4,11,225.7272727,217,232,11,nla2012_wide_profile_08232016.csv,8/15/12,5.95,5.9,,nla2012_secchi_08232016.csv,8/15/12,464180605.1,33,NA,NA,2889.1999,16,nla2012_phytoplankton_wide_count_02122014.csv,8/15/12,74496,12,26736,12,NA,NA,NA,NA,15554,9,40296,9,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,2.220591462,NA,NA,NA,NA,3.524748352,NA,NA,NA,NA,80.0999063,NA,NA,NA,NA,0,NA,NA,5.621973621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
,NLA12_MI-134,1000143,1,NA,PROB,-85.86066924,46.15221272,8/6/12,Unnamed,Michigan,70.40204082,UMW,50,NA,NATURAL,10.4611573,2.936853817,225.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,#N/A,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A
,NLA12_MI-135,7004,1,NA,PROB,-83.93137109,42.41405836,7/6/12,Little Portage Lake,Michigan,68.23819077,UMW,56,NA,NATURAL,36.94498424,3.458249816,258.95,NA,7/6/12,NA,8.43,473,3540,1.04,NA,8.55,0.022,0.002,0.568,22,30.816,0.002,25.768,55.31,20.43,15.27,1.881,30,5.039,4.581,NA,0,0,nla2012_waterchem_wide.csv,nla2012_chla_wide.csv,7/6/12,5.092307692,0.1,11,13,17.94166667,9.3,28.9,12,4.307692308,0.4,8.7,13,7.608333333,7.3,8.2,12,517.5,460,560,12,nla2012_wide_profile_08232016.csv,7/6/12,2.85,2.7,,nla2012_secchi_08232016.csv,7/6/12,1239930903,27,NA,NA,10210.1674,12,nla2012_phytoplankton_wide_count_02122014.csv,7/6/12,44003,13,15453,13,NA,NA,NA,NA,23652,10,47672,10,NA,NA,NA,NA,nla2012_zoopcnt_04032014.csv,NA,NA,4.658181526,NA,NA,NA,NA,7.736093929,NA,NA,NA,NA,29.82234073,NA,NA,NA,NA,33.64827646,NA,NA,23.0681771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152237772
